Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
2965901	0.527400768	85.052498219%	10087
8464886	0.527528809	85.058151003%	10084
10893370	0.527656850	85.063802667%	10082
10015664	0.527784891	85.069448164%	10071
10623378	0.527912932	85.075087495%	10060
12487623	0.528040973	85.080726265%	10059
12046870	0.528169014	85.086362793%	10055
14724676	0.528297055	85.091997640%	10052
17742140	0.528425096	85.097631365%	10050
1907144	0.528553137	85.103265090%	10050
668458	0.528681178	85.108898815%	10050
16963685	0.528809219	85.114526374%	10039
6336909	0.528937260	85.120134874%	10005
15267715	0.529065301	85.125740571%	10000
17237012	0.529193342	85.131346267%	10000
17725728	0.529321383	85.136951964%	10000
10645707	0.529449424	85.142557100%	9999
10734332	0.529577465	85.148162237%	9999
10842296	0.529705506	85.153767373%	9999
1150249	0.529833547	85.159372509%	9999
11528561	0.529961588	85.164977645%	9999
12171906	0.530089629	85.170582781%	9999
12482816	0.530217670	85.176187917%	9999
1257127	0.530345711	85.181793054%	9999
12701405	0.530473752	85.187398190%	9999
12901222	0.530601793	85.193003326%	9999
12912323	0.530729834	85.198608462%	9999
13302010	0.530857875	85.204213598%	9999
17098990	0.530985915	85.209818734%	9999
17140791	0.531113956	85.215423871%	9999
17384595	0.531241997	85.221029007%	9999
17970000	0.531370038	85.226634143%	9999
18047768	0.531498079	85.232239279%	9999
1841835	0.531626120	85.237844415%	9999
5773369	0.531754161	85.243449551%	9999
5787224	0.531882202	85.249054688%	9999
6724541	0.532010243	85.254659824%	9999
7045595	0.532138284	85.260264960%	9999
7439938	0.532266325	85.265870096%	9999
8017151	0.532394366	85.271475232%	9999
8235352	0.532522407	85.277080368%	9999
833752	0.532650448	85.282685505%	9999
9600844	0.532778489	85.288290641%	9999
17712376	0.532906530	85.293895216%	9998
6739698	0.533034571	85.299499792%	9998
6805104	0.533162612	85.305104368%	9998
1133604	0.533290653	85.310704459%	9990
14602137	0.533418694	85.316304550%	9990
1469120	0.533546735	85.321904641%	9990
16421413	0.533674776	85.327504732%	9990
16516235	0.533802817	85.333104823%	9990
17061491	0.533930858	85.338704914%	9990
17289330	0.534058899	85.344305005%	9990
17442754	0.534186940	85.349905096%	9990
17856395	0.534314981	85.355505187%	9990
2734664	0.534443022	85.361105278%	9990
4607960	0.534571063	85.366705369%	9990
5426805	0.534699104	85.372305460%	9990
6551830	0.534827145	85.377905551%	9990
686968	0.534955186	85.383505642%	9990
8030569	0.535083227	85.389105733%	9990
2962651	0.535211268	85.394704703%	9988
12800305	0.535339309	85.400299188%	9980
13124890	0.535467350	85.405893674%	9980
15293372	0.535595391	85.411488159%	9980
16045092	0.535723431	85.417082644%	9980
16492959	0.535851472	85.422677130%	9980
17695834	0.535979513	85.428271615%	9980
17859233	0.536107554	85.433866100%	9980
5180384	0.536235595	85.439460586%	9980
632956	0.536363636	85.445055071%	9980
8590728	0.536491677	85.450649556%	9980
12159717	0.536619718	85.456243481%	9979
13174016	0.536747759	85.461837406%	9979
17897009	0.536875800	85.467431331%	9979
17043892	0.537003841	85.473024695%	9978
492100	0.537131882	85.478614696%	9972
11494592	0.537259923	85.484197970%	9960
13363534	0.537387964	85.489781244%	9960
14266020	0.537516005	85.495364518%	9960
17913832	0.537644046	85.500947792%	9960
18024537	0.537772087	85.506531066%	9960
7057501	0.537900128	85.512114339%	9960
12602771	0.538028169	85.517697053%	9959
1403268	0.538156210	85.523279766%	9959
231207	0.538284251	85.528859677%	9954
17752373	0.538412292	85.534437345%	9950
12190827	0.538540333	85.540013892%	9948
16544046	0.538668374	85.545590439%	9948
6753065	0.538796415	85.551162502%	9940
6933003	0.538924456	85.556734564%	9940
13274655	0.539052497	85.562304385%	9936
14802421	0.539180538	85.567870842%	9930
6455961	0.539308579	85.573437298%	9930
6793230	0.539436620	85.579002074%	9927
8793291	0.539564661	85.584562925%	9920
18077925	0.539692702	85.590119291%	9912
64042	0.539820743	85.595675097%	9911
12648120	0.539948784	85.601226979%	9904
1148529	0.540076825	85.606776619%	9900
12538724	0.540204866	85.612326259%	9900
12716944	0.540332907	85.617875899%	9900
12872976	0.540460948	85.623425538%	9900
13688008	0.540588988	85.628975178%	9900
15321922	0.540717029	85.634524818%	9900
155106	0.540845070	85.640074458%	9900
16623856	0.540973111	85.645624098%	9900
17877601	0.541101152	85.651173737%	9900
18002680	0.541229193	85.656723377%	9900
2039187	0.541357234	85.662273017%	9900
279277	0.541485275	85.667822657%	9900
4179386	0.541613316	85.673372296%	9900
5006296	0.541741357	85.678921936%	9900
546327	0.541869398	85.684471576%	9900
5602263	0.541997439	85.690021216%	9900
570172	0.542125480	85.695570855%	9900
6239889	0.542253521	85.701120495%	9900
6379851	0.542381562	85.706670135%	9900
6734553	0.542509603	85.712219775%	9900
6771325	0.542637644	85.717769415%	9900
6944578	0.542765685	85.723319054%	9900
7591290	0.542893726	85.728868694%	9900
8035215	0.543021767	85.734418334%	9900
8203670	0.543149808	85.739967974%	9900
8362511	0.543277849	85.745517613%	9900
9092400	0.543405890	85.751067253%	9900
9419297	0.543533931	85.756616893%	9900
16630321	0.543661972	85.762162048%	9892
15363134	0.543790013	85.767706643%	9891
10826461	0.543918054	85.773249556%	9888
6197888	0.544046095	85.778791908%	9887
77658	0.544174136	85.784330336%	9880
6779112	0.544302177	85.789867083%	9877
8898597	0.544430218	85.795402709%	9875
924791	0.544558259	85.800936092%	9871
10151750	0.544686300	85.806468915%	9870
12717039	0.544814341	85.812001737%	9870
1924724	0.544942382	85.817534560%	9870
5682961	0.545070423	85.823066262%	9868
940924	0.545198464	85.828595721%	9864
10478358	0.545326504	85.834122938%	9860
17658657	0.545454545	85.839647912%	9856
18009416	0.545582586	85.845169524%	9850
6950083	0.545710627	85.850687772%	9844
17776614	0.545838668	85.856203777%	9840
10694661	0.545966709	85.861718101%	9837
14233773	0.546094750	85.867232425%	9837
16908519	0.546222791	85.872746188%	9836
1795889	0.546350832	85.878256588%	9830
16985812	0.546478873	85.883762504%	9822
17909451	0.546606914	85.889268419%	9822
3417420	0.546734955	85.894774334%	9822
17771531	0.546862996	85.900273523%	9810
8316640	0.546991037	85.905771029%	9807
13940152	0.547119078	85.911264612%	9800
14908357	0.547247119	85.916758195%	9800
16033523	0.547375160	85.922251778%	9800
17977067	0.547503201	85.927745361%	9800
8282872	0.547631242	85.933238943%	9800
9920095	0.547759283	85.938732526%	9800
1655194	0.547887324	85.944225549%	9799
9292489	0.548015365	85.949717450%	9797
9194400	0.548143406	85.955207108%	9793
9557791	0.548271447	85.960693964%	9788
11267749	0.548399488	85.966176336%	9780
12784651	0.548527529	85.971658707%	9780
17858075	0.548655570	85.977141079%	9780
17866737	0.548783611	85.982623450%	9780
18025539	0.548911652	85.988105821%	9780
6859313	0.549039693	85.993588193%	9780
7103701	0.549167734	85.999070564%	9780
8967644	0.549295775	86.004552936%	9780
10230362	0.549423816	86.010031944%	9774
12440722	0.549551857	86.015508709%	9770
13562248	0.549679898	86.020979869%	9760
6805391	0.549807939	86.026451029%	9760
9187465	0.549935980	86.031922189%	9760
17717991	0.550064020	86.037387744%	9750
14854565	0.550192061	86.042852177%	9748
464590	0.550320102	86.048316610%	9748
17863344	0.550448143	86.053770953%	9730
4883956	0.550576184	86.059225296%	9730
12464399	0.550704225	86.064675715%	9723
15739969	0.550832266	86.070125573%	9722
17366371	0.550960307	86.075574310%	9720
17802983	0.551088348	86.081023048%	9720
9060153	0.551216389	86.086471785%	9720
5731372	0.551344430	86.091914356%	9709
11493795	0.551472471	86.097353563%	9703
7544556	0.551600512	86.102792210%	9702
16980345	0.551728553	86.108229736%	9700
6546009	0.551856594	86.113666702%	9699
9029825	0.551984635	86.119103106%	9698
5557146	0.552112676	86.124535026%	9690
9422024	0.552240717	86.129966947%	9690
10742121	0.552368758	86.135397746%	9688
5042741	0.552496799	86.140827423%	9686
17701792	0.552624840	86.146256541%	9685
9865827	0.552752881	86.151685658%	9685
11710120	0.552880922	86.157111972%	9680
12711930	0.553008963	86.162538287%	9680
7385403	0.553137004	86.167960117%	9672
17939560	0.553265045	86.173381386%	9671
9618948	0.553393086	86.178802095%	9670
17696756	0.553521127	86.184219440%	9664
17724302	0.553649168	86.189634543%	9660
17767635	0.553777209	86.195049646%	9660
5659456	0.553905250	86.200462507%	9656
3992794	0.554033291	86.205869762%	9646
8618576	0.554161332	86.211276457%	9645
6724235	0.554289373	86.216679788%	9639
13296857	0.554417414	86.222082558%	9638
17841388	0.554545455	86.227485329%	9638
17914530	0.554673496	86.232888099%	9638
3094070	0.554801536	86.238285825%	9629
608438	0.554929577	86.243681868%	9626
14563287	0.555057618	86.249068943%	9610
1017206	0.555185659	86.254450412%	9600
1104770	0.555313700	86.259831881%	9600
12255454	0.555441741	86.265213349%	9600
12857072	0.555569782	86.270594818%	9600
17236658	0.555697823	86.275976287%	9600
17728690	0.555825864	86.281357756%	9600
18120958	0.555953905	86.286739225%	9600
54833	0.556081946	86.292120694%	9600
6385721	0.556209987	86.297502163%	9600
7073141	0.556338028	86.302883632%	9600
9506686	0.556466069	86.308265100%	9600
6613884	0.556594110	86.313646009%	9599
1298523	0.556722151	86.319026356%	9598
3987726	0.556850192	86.324406704%	9598
4865153	0.556978233	86.329785931%	9596
2963632	0.557106274	86.335162354%	9591
16929175	0.557234315	86.340538218%	9590
17302035	0.557362356	86.345908475%	9580
17706974	0.557490397	86.351278733%	9580
5468089	0.557618438	86.356648990%	9580
6024824	0.557746479	86.362019248%	9580
6157909	0.557874520	86.367389505%	9580
6733456	0.558002561	86.372759202%	9579
15028641	0.558130602	86.378127217%	9576
6053297	0.558258643	86.383494672%	9575
13557551	0.558386684	86.388861566%	9574
18017764	0.558514725	86.394226218%	9570
9562611	0.558642766	86.399590309%	9569
17845266	0.558770807	86.404943749%	9550
7289844	0.558898848	86.410297190%	9550
17873093	0.559026889	86.415648388%	9546
3577725	0.559154930	86.420996222%	9540
17451260	0.559282971	86.426338451%	9530
4650246	0.559411012	86.431680680%	9530
11284101	0.559539052	86.437017304%	9520
14187633	0.559667093	86.442353927%	9520
10063287	0.559795134	86.447688308%	9516
6795078	0.559923175	86.453015962%	9504
10601603	0.560051216	86.458341374%	9500
11818162	0.560179257	86.463666786%	9500
12039427	0.560307298	86.468992198%	9500
13429678	0.560435339	86.474317610%	9500
15090061	0.560563380	86.479643022%	9500
1682013	0.560691421	86.484968434%	9500
17924041	0.560819462	86.490293845%	9500
17974731	0.560947503	86.495619257%	9500
387842	0.561075544	86.500944669%	9500
5555225	0.561203585	86.506270081%	9500
6860621	0.561331626	86.511595493%	9500
8449589	0.561459667	86.516920905%	9500
9054523	0.561587708	86.522246317%	9500
7382703	0.561715749	86.527571168%	9499
17642245	0.561843790	86.532895459%	9498
17250213	0.561971831	86.538215265%	9490
17780817	0.562099872	86.543535071%	9490
17798364	0.562227913	86.548854878%	9490
17857149	0.562355954	86.554174684%	9490
17972175	0.562483995	86.559494490%	9490
5183608	0.562612036	86.564814296%	9490
5500697	0.562740077	86.570134102%	9490
6547808	0.562868118	86.575453909%	9490
6643315	0.562996159	86.580773715%	9490
9990563	0.563124200	86.586093521%	9490
13678330	0.563252241	86.591412206%	9488
929514	0.563380282	86.596730331%	9487
13753144	0.563508323	86.602047894%	9486
17887752	0.563636364	86.607364898%	9485
489064	0.563764405	86.612681901%	9485
2989613	0.563892446	86.617997223%	9482
142554	0.564020487	86.623311423%	9480
193358	0.564148528	86.628625624%	9480
9026716	0.564276569	86.633939824%	9480
1299547	0.564404609	86.639248419%	9470
14476558	0.564532650	86.644551408%	9460
9236286	0.564660691	86.649854397%	9460
12556045	0.564788732	86.655151220%	9449
14116653	0.564916773	86.660445240%	9444
207338	0.565044814	86.665734215%	9435
17063764	0.565172855	86.671021508%	9432
17722176	0.565300896	86.676307120%	9429
1568140	0.565428937	86.681592171%	9428
1496600	0.565556978	86.686861526%	9400
7752413	0.565685019	86.692130880%	9400
8797874	0.565813060	86.697400235%	9400
9215263	0.565941101	86.702668469%	9398
6585179	0.566069142	86.707933340%	9392
17790690	0.566197183	86.713197089%	9390
478265	0.566325224	86.718455232%	9380
5445036	0.566453265	86.723713376%	9380
6506853	0.566581306	86.728971519%	9380
7332949	0.566709347	86.734228542%	9378
6984630	0.566837388	86.739484443%	9376
16620876	0.566965429	86.744737541%	9371
4651906	0.567093470	86.749990079%	9370
6896161	0.567221511	86.755242617%	9370
4089004	0.567349552	86.760494034%	9368
17690741	0.567477593	86.765740966%	9360
17691557	0.567605634	86.770987898%	9360
17785395	0.567733675	86.776234830%	9360
17907339	0.567861716	86.781481762%	9360
17997745	0.567989757	86.786728695%	9360
18031933	0.568117798	86.791975627%	9360
7514668	0.568245839	86.797222559%	9360
7672769	0.568373880	86.802469491%	9360
8768574	0.568501921	86.807716423%	9360
9980293	0.568629962	86.812963355%	9360
17683190	0.568758003	86.818209166%	9358
17897755	0.568886044	86.823450493%	9350
1513189	0.569014085	86.828683971%	9336
1379355	0.569142125	86.833913526%	9329
2407577	0.569270166	86.839142520%	9328
15586859	0.569398207	86.844367029%	9320
3554525	0.569526248	86.849590417%	9318
7394321	0.569654289	86.854810442%	9312
1487553	0.569782330	86.860028225%	9308
546885	0.569910371	86.865241523%	9300
15478253	0.570038412	86.870449215%	9290
1764079	0.570166453	86.875655225%	9287
723648	0.570294494	86.880861236%	9287
11984462	0.570422535	86.886063322%	9280
16744442	0.570550576	86.891265409%	9280
8700310	0.570678617	86.896467496%	9280
730443	0.570806658	86.901666779%	9275
16443607	0.570934699	86.906863260%	9270
17754850	0.571062740	86.912059741%	9270
7914900	0.571190781	86.917252859%	9264
15022133	0.571318822	86.922443734%	9260
1840920	0.571446863	86.927634048%	9259
16051917	0.571574904	86.932823802%	9258
18017107	0.571702945	86.938012435%	9256
12210992	0.571830986	86.943198826%	9252
17111156	0.571959027	86.948384095%	9250
7886780	0.572087068	86.953569365%	9250
9065926	0.572215109	86.958754634%	9250
8047142	0.572343150	86.963939343%	9249
16215177	0.572471191	86.969121249%	9244
171769	0.572599232	86.974300913%	9240
15249863	0.572727273	86.979479456%	9238
3674332	0.572855314	86.984652393%	9228
12374876	0.572983355	86.989820845%	9220
17980845	0.573111396	86.994989298%	9220
8455646	0.573239437	87.000156629%	9218
8363202	0.573367478	87.005323399%	9217
4404750	0.573495519	87.010480080%	9199
6968860	0.573623560	87.015636760%	9199
18014680	0.573751601	87.020791759%	9196
10749504	0.573879641	87.025946197%	9195
11660876	0.574007682	87.031097832%	9190
17976917	0.574135723	87.036249468%	9190
4176152	0.574263764	87.041401103%	9190
6279411	0.574391805	87.046552738%	9190
9267152	0.574519846	87.051701010%	9184
15004981	0.574647887	87.056847040%	9180
16064131	0.574775928	87.061993069%	9180
17922711	0.574903969	87.067139099%	9180
5923528	0.575032010	87.072285129%	9180
9012608	0.575160051	87.077431158%	9180
17785848	0.575288092	87.082572703%	9172
3019499	0.575416133	87.087713127%	9170
12478541	0.575544174	87.092852430%	9168
15143239	0.575672215	87.097991733%	9168
17953326	0.575800256	87.103127672%	9162
11533584	0.575928297	87.108262490%	9160
14029145	0.576056338	87.113397309%	9160
14355106	0.576184379	87.118532127%	9160
14793192	0.576312420	87.123666384%	9159
17450912	0.576440461	87.128795036%	9149
6728744	0.576568502	87.133918083%	9139
12989308	0.576696543	87.139030478%	9120
13130830	0.576824584	87.144139510%	9114
5474985	0.576952625	87.149241255%	9101
11668507	0.577080666	87.154342439%	9100
15207305	0.577208707	87.159443623%	9100
7127124	0.577336748	87.164544807%	9100
1337735	0.577464789	87.169642067%	9093
2413813	0.577592830	87.174738206%	9091
8270126	0.577720871	87.179833784%	9090
7546885	0.577848912	87.184928241%	9088
919408	0.577976953	87.190021017%	9085
4324988	0.578104994	87.195105384%	9070
3853812	0.578233035	87.200188069%	9067
4171769	0.578361076	87.205270754%	9067
663966	0.578489117	87.210352318%	9065
9821898	0.578617157	87.215432761%	9063
17747002	0.578745198	87.220505917%	9050
6407869	0.578873239	87.225579072%	9050
17277727	0.579001280	87.230649986%	9046
2456585	0.579129321	87.235711930%	9030
5970194	0.579257362	87.240773874%	9030
13129880	0.579385403	87.245835257%	9029
11931327	0.579513444	87.250894399%	9025
14196493	0.579641485	87.255952419%	9023
7085757	0.579769526	87.261009878%	9022
17437621	0.579897567	87.266065656%	9019
13207945	0.580025608	87.271116389%	9010
11057926	0.580153649	87.276161516%	9000
12859496	0.580281690	87.281206643%	9000
14456671	0.580409731	87.286251770%	9000
15288793	0.580537772	87.291296897%	9000
17546220	0.580665813	87.296342024%	9000
2096705	0.580793854	87.301387152%	9000
2987892	0.580921895	87.306432279%	9000
7510389	0.581049936	87.311477406%	9000
918481	0.581177977	87.316522533%	9000
11145978	0.581306018	87.321567099%	8999
11230737	0.581434059	87.326611666%	8999
12068407	0.581562100	87.331656232%	8999
12531298	0.581690141	87.336700799%	8999
13343139	0.581818182	87.341745365%	8999
13917611	0.581946223	87.346789932%	8999
1545162	0.582074264	87.351834498%	8999
17285639	0.582202305	87.356879065%	8999
17498629	0.582330346	87.361923631%	8999
17614985	0.582458387	87.366968198%	8999
17800592	0.582586428	87.372012764%	8999
17825804	0.582714469	87.377057331%	8999
17855763	0.582842510	87.382101897%	8999
17865648	0.582970551	87.387146464%	8999
17879699	0.583098592	87.392191030%	8999
17918369	0.583226633	87.397235597%	8999
209933	0.583354673	87.402280163%	8999
2403118	0.583482714	87.407324730%	8999
5605394	0.583610755	87.412369296%	8999
5890906	0.583738796	87.417413863%	8999
5904119	0.583866837	87.422458429%	8999
7712012	0.583994878	87.427502996%	8999
9068333	0.584122919	87.432547562%	8999
9830084	0.584250960	87.437592129%	8999
10971436	0.584379001	87.442636134%	8998
13862257	0.584507042	87.447678459%	8995
10614029	0.584635083	87.452717980%	8990
10642174	0.584763124	87.457757501%	8990
1071558	0.584891165	87.462797023%	8990
11000875	0.585019206	87.467836544%	8990
11087983	0.585147247	87.472876066%	8990
11184913	0.585275288	87.477915587%	8990
12185400	0.585403329	87.482955108%	8990
12373801	0.585531370	87.487994630%	8990
12407747	0.585659411	87.493034151%	8990
12432785	0.585787452	87.498073672%	8990
12500418	0.585915493	87.503113194%	8990
12543804	0.586043534	87.508152715%	8990
12632638	0.586171575	87.513192236%	8990
12883983	0.586299616	87.518231758%	8990
12924568	0.586427657	87.523271279%	8990
1313462	0.586555698	87.528310801%	8990
13464168	0.586683739	87.533350322%	8990
1371712	0.586811780	87.538389843%	8990
13900049	0.586939821	87.543429365%	8990
13919909	0.587067862	87.548468886%	8990
14000485	0.587195903	87.553508407%	8990
14046705	0.587323944	87.558547929%	8990
14195412	0.587451985	87.563587450%	8990
14635279	0.587580026	87.568626972%	8990
14715712	0.587708067	87.573666493%	8990
14885516	0.587836108	87.578706014%	8990
14994393	0.587964149	87.583745536%	8990
15104526	0.588092190	87.588785057%	8990
15175990	0.588220230	87.593824578%	8990
1522305	0.588348271	87.598864100%	8990
16121323	0.588476312	87.603903621%	8990
16156213	0.588604353	87.608943142%	8990
16420151	0.588732394	87.613982664%	8990
16540324	0.588860435	87.619022185%	8990
16609613	0.588988476	87.624061707%	8990
16648904	0.589116517	87.629101228%	8990
16672336	0.589244558	87.634140749%	8990
16848880	0.589372599	87.639180271%	8990
16926139	0.589500640	87.644219792%	8990
16955615	0.589628681	87.649259313%	8990
17279857	0.589756722	87.654298835%	8990
17307795	0.589884763	87.659338356%	8990
17762807	0.590012804	87.664377878%	8990
17805041	0.590140845	87.669417399%	8990
17866443	0.590268886	87.674456920%	8990
17886361	0.590396927	87.679496442%	8990
17898216	0.590524968	87.684535963%	8990
17922789	0.590653009	87.689575484%	8990
1796325	0.590781050	87.694615006%	8990
3041726	0.590909091	87.699654527%	8990
3562586	0.591037132	87.704694048%	8990
4807656	0.591165173	87.709733570%	8990
4828246	0.591293214	87.714773091%	8990
5075386	0.591421255	87.719812613%	8990
5498567	0.591549296	87.724852134%	8990
5538683	0.591677337	87.729891655%	8990
5560841	0.591805378	87.734931177%	8990
5859054	0.591933419	87.739970698%	8990
617238	0.592061460	87.745010219%	8990
6240069	0.592189501	87.750049741%	8990
6967351	0.592317542	87.755089262%	8990
7313469	0.592445583	87.760128783%	8990
7710875	0.592573624	87.765168305%	8990
788146	0.592701665	87.770207826%	8990
8097139	0.592829706	87.775247348%	8990
8211636	0.592957746	87.780286869%	8990
8211791	0.593085787	87.785326390%	8990
8371403	0.593213828	87.790365912%	8990
8380284	0.593341869	87.795405433%	8990
84664	0.593469910	87.800444954%	8990
8658315	0.593597951	87.805484476%	8990
8722439	0.593725992	87.810523997%	8990
8738025	0.593854033	87.815563519%	8990
8767026	0.593982074	87.820603040%	8990
8820268	0.594110115	87.825642561%	8990
8856884	0.594238156	87.830682083%	8990
9002130	0.594366197	87.835721604%	8990
9026670	0.594494238	87.840761125%	8990
9128220	0.594622279	87.845800647%	8990
9213109	0.594750320	87.850840168%	8990
9358128	0.594878361	87.855879689%	8990
9448173	0.595006402	87.860919211%	8990
9465377	0.595134443	87.865958732%	8990
9468828	0.595262484	87.870998254%	8990
9487100	0.595390525	87.876037775%	8990
9565858	0.595518566	87.881077296%	8990
9606678	0.595646607	87.886116818%	8990
9892364	0.595774648	87.891156339%	8990
15364063	0.595902689	87.896194739%	8988
18071909	0.596030730	87.901233139%	8988
1481304	0.596158771	87.906267055%	8980
15084218	0.596286812	87.911300971%	8980
17714432	0.596414853	87.916334886%	8980
3058244	0.596542894	87.921368802%	8980
15493203	0.596670935	87.926402157%	8979
8188828	0.596798976	87.931434952%	8978
827389	0.596927017	87.936467746%	8978
14511710	0.597055058	87.941499420%	8976
202494	0.597183099	87.946527730%	8970
6172962	0.597311140	87.951556040%	8970
8348474	0.597439181	87.956584350%	8970
8543221	0.597567222	87.961612660%	8970
5981512	0.597695262	87.966637606%	8964
10964203	0.597823303	87.971660310%	8960
11522689	0.597951344	87.976683015%	8960
13023473	0.598079385	87.981705719%	8960
4326016	0.598207426	87.986728423%	8960
7023106	0.598335467	87.991751128%	8960
7366737	0.598463508	87.996772711%	8958
12467795	0.598591549	88.001790370%	8951
10338309	0.598719590	88.006807468%	8950
17842959	0.598847631	88.011824567%	8950
2432091	0.598975672	88.016841666%	8950
14072732	0.599103713	88.021857643%	8948
17005939	0.599231754	88.026873620%	8948
3246608	0.599359795	88.031886795%	8943
14996297	0.599487836	88.036898288%	8940
15295452	0.599615877	88.041909781%	8940
18012096	0.599743918	88.046921274%	8940
17837515	0.599871959	88.051926040%	8928
655154	0.6	88.056930245%	8927
8818212	0.600128041	88.061933330%	8925
17853184	0.600256082	88.066932490%	8918
6562970	0.600384123	88.071931090%	8917
6346967	0.600512164	88.076929129%	8916
1199833	0.600640205	88.081924365%	8911
12078452	0.600768246	88.086919602%	8911
12698182	0.600896287	88.091914838%	8911
12811340	0.601024328	88.096910074%	8911
13770754	0.601152369	88.101905311%	8911
14944981	0.601280410	88.106900547%	8911
15772035	0.601408451	88.111895783%	8911
15778969	0.601536492	88.116891020%	8911
15925260	0.601664533	88.121886256%	8911
16538734	0.601792574	88.126881493%	8911
17598186	0.601920615	88.131876729%	8911
17873457	0.602048656	88.136871965%	8911
17885126	0.602176697	88.141867202%	8911
374437	0.602304738	88.146862438%	8911
5323897	0.602432778	88.151857674%	8911
7485479	0.602560819	88.156852911%	8911
7934692	0.602688860	88.161848147%	8911
3563802	0.602816901	88.166842823%	8910
9298992	0.602944942	88.171837499%	8910
4643752	0.603072983	88.176831053%	8908
13836549	0.603201024	88.181821245%	8902
5403033	0.603329065	88.186811436%	8902
10393330	0.603457106	88.191800506%	8900
11040897	0.603585147	88.196789576%	8900
12026058	0.603713188	88.201778646%	8900
12808402	0.603841229	88.206767716%	8900
1338023	0.603969270	88.211756786%	8900
13646426	0.604097311	88.216745856%	8900
15860613	0.604225352	88.221734926%	8900
17458008	0.604353393	88.226723997%	8900
1748444	0.604481434	88.231713067%	8900
17688582	0.604609475	88.236702137%	8900
17905558	0.604737516	88.241691207%	8900
18027524	0.604865557	88.246680277%	8900
2402602	0.604993598	88.251669347%	8900
3062837	0.605121639	88.256658417%	8900
15067994	0.605249680	88.261643563%	8893
14933850	0.605377721	88.266627028%	8890
17992981	0.605505762	88.271610492%	8890
7247770	0.605633803	88.276593956%	8890
1001821	0.605761844	88.281576300%	8888
10095209	0.605889885	88.286558643%	8888
10167781	0.606017926	88.291540986%	8888
10197663	0.606145967	88.296523330%	8888
10384481	0.606274008	88.301505673%	8888
10396	0.606402049	88.306488016%	8888
10403448	0.606530090	88.311470359%	8888
10452652	0.606658131	88.316452703%	8888
105832	0.606786172	88.321435046%	8888
10604573	0.606914213	88.326417389%	8888
10682022	0.607042254	88.331399732%	8888
10694724	0.607170294	88.336382076%	8888
10801094	0.607298335	88.341364419%	8888
10819356	0.607426376	88.346346762%	8888
10944881	0.607554417	88.351329105%	8888
11178165	0.607682458	88.356311449%	8888
1124377	0.607810499	88.361293792%	8888
1124810	0.607938540	88.366276135%	8888
11252626	0.608066581	88.371258478%	8888
11701939	0.608194622	88.376240822%	8888
11985422	0.608322663	88.381223165%	8888
12373273	0.608450704	88.386205508%	8888
12386896	0.608578745	88.391187851%	8888
12684492	0.608706786	88.396170195%	8888
12776190	0.608834827	88.401152538%	8888
12787351	0.608962868	88.406134881%	8888
12857168	0.609090909	88.411117224%	8888
13025373	0.609218950	88.416099568%	8888
13184293	0.609346991	88.421081911%	8888
13240036	0.609475032	88.426064254%	8888
13243743	0.609603073	88.431046598%	8888
13264951	0.609731114	88.436028941%	8888
1327779	0.609859155	88.441011284%	8888
13333874	0.609987196	88.445993627%	8888
1344744	0.610115237	88.450975971%	8888
13522569	0.610243278	88.455958314%	8888
1369179	0.610371319	88.460940657%	8888
13761573	0.610499360	88.465923000%	8888
13814396	0.610627401	88.470905344%	8888
14168515	0.610755442	88.475887687%	8888
14226892	0.610883483	88.480870030%	8888
14574450	0.611011524	88.485852373%	8888
14734333	0.611139565	88.490834717%	8888
14755396	0.611267606	88.495817060%	8888
15116320	0.611395647	88.500799403%	8888
15156792	0.611523688	88.505781746%	8888
15255614	0.611651729	88.510764090%	8888
15258227	0.611779770	88.515746433%	8888
1536191	0.611907810	88.520728776%	8888
15424585	0.612035851	88.525711119%	8888
15725642	0.612163892	88.530693463%	8888
15949774	0.612291933	88.535675806%	8888
16022626	0.612419974	88.540658149%	8888
16442631	0.612548015	88.545640493%	8888
16448044	0.612676056	88.550622836%	8888
16511533	0.612804097	88.555605179%	8888
16546378	0.612932138	88.560587522%	8888
16552618	0.613060179	88.565569866%	8888
16773645	0.613188220	88.570552209%	8888
16776597	0.613316261	88.575534552%	8888
16787975	0.613444302	88.580516895%	8888
1681749	0.613572343	88.585499239%	8888
16891136	0.613700384	88.590481582%	8888
17050992	0.613828425	88.595463925%	8888
17110650	0.613956466	88.600446268%	8888
17125683	0.614084507	88.605428612%	8888
17193128	0.614212548	88.610410955%	8888
17303981	0.614340589	88.615393298%	8888
17360064	0.614468630	88.620375641%	8888
17512299	0.614596671	88.625357985%	8888
1765281	0.614724712	88.630340328%	8888
17784891	0.614852753	88.635322671%	8888
17804659	0.614980794	88.640305014%	8888
17809137	0.615108835	88.645287358%	8888
17823240	0.615236876	88.650269701%	8888
17825426	0.615364917	88.655252044%	8888
17827509	0.615492958	88.660234388%	8888
17831048	0.615620999	88.665216731%	8888
17835572	0.615749040	88.670199074%	8888
17836353	0.615877081	88.675181417%	8888
17838101	0.616005122	88.680163761%	8888
17845482	0.616133163	88.685146104%	8888
17851569	0.616261204	88.690128447%	8888
17865485	0.616389245	88.695110790%	8888
17868560	0.616517286	88.700093134%	8888
17871419	0.616645327	88.705075477%	8888
17873452	0.616773367	88.710057820%	8888
17876958	0.616901408	88.715040163%	8888
